transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR08348,MM,3,126,0,3,Quality,Approved,HIGH
TR08349,HR,6,248,0,3,Production,Approved,HIGH
TR08350,FI,3,266,2,1,Production,Pending,HIGH
TR08351,HR,4,155,0,3,Development,Rejected,HIGH
TR08352,FI,2,130,1,2,Development,Pending,HIGH
TR08353,FI,6,142,2,3,Production,Rejected,HIGH
TR08354,SD,2,110,0,1,Development,Rejected,MEDIUM
TR08355,SD,4,97,0,0,Development,Approved,MEDIUM
TR08356,MM,5,121,2,3,Quality,Rejected,HIGH
TR08357,HR,6,75,2,2,Quality,Pending,HIGH
TR08358,HR,1,184,2,2,Development,Approved,HIGH
TR08359,MM,6,299,1,1,Production,Rejected,MEDIUM
TR08360,SD,3,34,1,2,Production,Approved,MEDIUM
TR08361,SD,3,201,2,3,Production,Rejected,HIGH
TR08362,SD,5,177,0,1,Production,Approved,MEDIUM
TR08363,MM,2,148,2,4,Production,Rejected,HIGH
TR08364,HR,1,222,1,1,Quality,Rejected,MEDIUM
TR08365,SD,1,100,2,4,Quality,Approved,HIGH
TR08366,HR,5,78,2,3,Development,Rejected,HIGH
TR08367,SD,5,238,0,4,Quality,Pending,HIGH
TR08368,SD,3,193,1,1,Development,Rejected,MEDIUM
TR08369,SD,2,155,0,1,Quality,Rejected,MEDIUM
TR08370,FI,6,11,2,4,Production,Pending,HIGH
TR08371,MM,2,196,2,0,Development,Rejected,HIGH
TR08372,SD,1,48,0,1,Development,Approved,LOW
TR08373,HR,1,280,2,4,Production,Rejected,HIGH
TR08374,FI,3,61,1,1,Production,Approved,MEDIUM
TR08375,FI,5,52,2,4,Production,Rejected,HIGH
TR08376,FI,1,136,0,2,Production,Approved,HIGH
TR08377,HR,6,105,2,0,Quality,Pending,HIGH
TR08378,SD,1,86,0,3,Production,Pending,HIGH
TR08379,SD,3,202,0,2,Development,Pending,MEDIUM
TR08380,HR,1,165,2,4,Production,Pending,HIGH
TR08381,FI,2,17,0,3,Development,Pending,HIGH
TR08382,FI,2,56,0,0,Quality,Approved,LOW
TR08383,SD,6,134,0,0,Quality,Pending,MEDIUM
TR08384,FI,1,294,0,4,Development,Approved,HIGH
TR08385,SD,4,269,1,2,Quality,Approved,MEDIUM
TR08386,MM,4,123,2,1,Production,Approved,HIGH
TR08387,MM,5,203,0,1,Quality,Rejected,MEDIUM
TR08388,HR,5,83,2,1,Quality,Rejected,HIGH
TR08389,FI,3,280,2,1,Quality,Approved,HIGH
TR08390,MM,2,251,0,3,Quality,Approved,HIGH
TR08391,MM,5,155,0,2,Quality,Approved,MEDIUM
TR08392,MM,1,279,1,3,Quality,Approved,HIGH
TR08393,FI,2,222,0,2,Production,Approved,HIGH
TR08394,MM,4,190,2,2,Quality,Rejected,HIGH
TR08395,FI,3,96,1,1,Quality,Approved,MEDIUM
TR08396,HR,6,117,1,4,Quality,Rejected,HIGH
TR08397,MM,1,105,2,0,Production,Approved,HIGH
TR08398,HR,5,71,1,0,Production,Pending,MEDIUM
TR08399,HR,5,204,1,1,Production,Rejected,MEDIUM
TR08400,SD,6,25,0,1,Production,Rejected,LOW
TR08401,MM,5,22,1,1,Production,Pending,MEDIUM
TR08402,SD,3,152,1,3,Development,Approved,HIGH
TR08403,SD,1,64,1,1,Development,Approved,MEDIUM
TR08404,HR,1,153,0,1,Quality,Approved,MEDIUM
TR08405,FI,4,51,1,4,Production,Rejected,HIGH
TR08406,SD,3,228,0,0,Development,Approved,MEDIUM
TR08407,MM,3,70,1,3,Production,Approved,HIGH
TR08408,FI,4,76,2,3,Development,Rejected,HIGH
TR08409,FI,6,256,0,1,Quality,Pending,HIGH
TR08410,SD,3,97,0,3,Development,Approved,HIGH
TR08411,SD,2,84,2,2,Production,Pending,HIGH
TR08412,FI,2,218,2,3,Quality,Approved,HIGH
TR08413,HR,1,170,0,0,Development,Approved,MEDIUM
TR08414,MM,5,118,0,4,Quality,Approved,HIGH
TR08415,MM,4,222,1,3,Production,Rejected,HIGH
TR08416,HR,5,175,1,4,Development,Approved,HIGH
TR08417,SD,1,176,0,2,Quality,Approved,MEDIUM
TR08418,MM,4,72,0,3,Quality,Pending,HIGH
TR08419,HR,2,79,0,0,Development,Rejected,LOW
TR08420,MM,2,238,1,4,Quality,Pending,HIGH
TR08421,HR,3,167,2,4,Production,Rejected,HIGH
TR08422,FI,5,130,1,4,Quality,Approved,HIGH
TR08423,FI,3,299,2,2,Production,Rejected,HIGH
TR08424,SD,1,192,2,0,Production,Rejected,HIGH
TR08425,SD,3,127,2,1,Development,Pending,HIGH
TR08426,HR,5,56,2,0,Development,Rejected,HIGH
TR08427,MM,2,28,0,4,Production,Pending,HIGH
TR08428,SD,1,108,0,2,Development,Approved,MEDIUM
TR08429,FI,1,116,2,2,Quality,Approved,HIGH
TR08430,HR,1,185,0,0,Development,Rejected,MEDIUM
TR08431,HR,2,41,0,1,Development,Pending,LOW
TR08432,MM,2,199,2,1,Production,Rejected,HIGH
TR08433,HR,6,223,2,1,Production,Pending,HIGH
TR08434,FI,3,135,0,2,Quality,Pending,HIGH
TR08435,HR,5,190,1,2,Production,Pending,MEDIUM
TR08436,HR,5,249,0,1,Quality,Rejected,MEDIUM
TR08437,FI,5,34,1,3,Production,Approved,HIGH
TR08438,FI,3,190,1,0,Production,Rejected,HIGH
TR08439,SD,5,115,2,4,Production,Approved,HIGH
TR08440,FI,1,180,2,2,Production,Pending,HIGH
TR08441,HR,5,228,2,3,Development,Rejected,HIGH
TR08442,MM,4,36,1,4,Production,Approved,HIGH
TR08443,HR,4,160,2,4,Development,Approved,HIGH
TR08444,FI,1,176,1,1,Quality,Approved,HIGH
TR08445,HR,2,268,2,0,Development,Rejected,HIGH
TR08446,FI,4,288,1,1,Development,Rejected,HIGH
TR08447,MM,1,22,0,1,Production,Rejected,LOW
TR08448,HR,1,111,2,3,Development,Pending,HIGH
TR08449,MM,1,261,1,1,Quality,Pending,MEDIUM
TR08450,SD,3,192,0,3,Quality,Approved,HIGH
TR08451,HR,1,166,2,4,Quality,Approved,HIGH
TR08452,MM,1,66,1,3,Production,Pending,HIGH
TR08453,SD,4,206,0,4,Development,Approved,HIGH
TR08454,SD,4,167,1,2,Quality,Pending,MEDIUM
TR08455,MM,3,267,1,2,Quality,Rejected,MEDIUM
TR08456,SD,4,87,0,4,Development,Rejected,HIGH
TR08457,FI,2,35,2,4,Development,Rejected,HIGH
TR08458,MM,4,263,1,3,Development,Approved,HIGH
TR08459,MM,1,87,1,0,Production,Rejected,MEDIUM
TR08460,MM,5,50,2,3,Quality,Approved,HIGH
TR08461,MM,5,92,2,4,Development,Rejected,HIGH
TR08462,FI,1,15,0,1,Quality,Approved,LOW
TR08463,HR,4,225,1,4,Development,Approved,HIGH
TR08464,SD,1,190,0,2,Quality,Approved,MEDIUM
TR08465,MM,4,72,2,4,Quality,Approved,HIGH
TR08466,FI,3,210,2,3,Quality,Pending,HIGH
TR08467,HR,2,65,0,2,Development,Rejected,LOW
TR08468,HR,3,129,0,0,Development,Approved,MEDIUM
TR08469,FI,1,111,2,3,Production,Rejected,HIGH
TR08470,FI,1,97,0,3,Quality,Pending,HIGH
TR08471,SD,5,155,0,1,Development,Approved,MEDIUM
TR08472,SD,4,174,1,0,Production,Approved,MEDIUM
TR08473,HR,1,207,2,2,Development,Pending,HIGH
TR08474,HR,3,40,1,0,Quality,Pending,MEDIUM
TR08475,HR,4,188,1,4,Quality,Rejected,HIGH
TR08476,HR,3,150,0,3,Quality,Pending,HIGH
TR08477,FI,5,238,1,3,Production,Rejected,HIGH
TR08478,HR,6,77,2,2,Development,Pending,HIGH
TR08479,MM,4,158,2,3,Quality,Pending,HIGH
TR08480,HR,4,83,1,3,Quality,Approved,HIGH
TR08481,FI,5,190,1,2,Quality,Rejected,HIGH
TR08482,MM,5,117,0,4,Production,Approved,HIGH
TR08483,SD,2,42,2,4,Production,Pending,HIGH
TR08484,HR,1,180,2,0,Quality,Pending,HIGH
TR08485,HR,6,209,0,0,Development,Rejected,MEDIUM
TR08486,MM,3,174,0,0,Development,Approved,MEDIUM
TR08487,FI,1,251,1,0,Development,Pending,HIGH
TR08488,MM,5,60,0,1,Quality,Pending,LOW
TR08489,SD,1,165,0,3,Development,Rejected,HIGH
TR08490,FI,4,242,0,3,Development,Approved,HIGH
TR08491,HR,4,214,0,4,Quality,Pending,HIGH
TR08492,HR,6,241,0,0,Quality,Approved,MEDIUM
TR08493,HR,1,72,2,0,Production,Pending,HIGH
TR08494,MM,4,184,2,3,Production,Approved,HIGH
TR08495,FI,6,107,2,2,Production,Rejected,HIGH
TR08496,FI,6,272,0,1,Production,Approved,HIGH
TR08497,MM,2,18,0,3,Quality,Rejected,HIGH
TR08498,FI,4,272,0,4,Development,Pending,HIGH
TR08499,SD,5,119,0,0,Quality,Approved,MEDIUM
TR08500,SD,2,71,2,2,Development,Approved,HIGH
TR08501,FI,5,238,1,0,Development,Approved,HIGH
TR08502,SD,1,137,0,1,Production,Approved,MEDIUM
TR08503,HR,3,293,2,3,Quality,Rejected,HIGH
TR08504,HR,5,80,1,4,Development,Pending,HIGH
TR08505,SD,1,158,2,3,Production,Approved,HIGH
TR08506,SD,1,11,2,2,Quality,Approved,HIGH
TR08507,SD,5,232,1,2,Production,Pending,MEDIUM
TR08508,MM,2,87,1,3,Production,Rejected,HIGH
TR08509,SD,1,79,0,1,Production,Rejected,LOW
TR08510,HR,2,134,1,4,Development,Rejected,HIGH
TR08511,SD,3,60,2,2,Development,Rejected,HIGH
TR08512,SD,1,193,2,0,Quality,Rejected,HIGH
TR08513,MM,6,155,2,4,Quality,Pending,HIGH
TR08514,SD,5,276,0,1,Development,Approved,MEDIUM
TR08515,FI,6,31,1,3,Development,Approved,HIGH
TR08516,MM,2,211,1,0,Production,Approved,MEDIUM
TR08517,HR,3,62,1,0,Development,Approved,MEDIUM
TR08518,MM,3,270,0,0,Quality,Pending,MEDIUM
TR08519,HR,2,108,0,2,Quality,Rejected,MEDIUM
TR08520,SD,1,44,2,2,Production,Pending,HIGH
TR08521,MM,4,74,1,2,Quality,Approved,MEDIUM
TR08522,SD,3,156,1,2,Production,Pending,MEDIUM
TR08523,MM,2,50,1,3,Development,Pending,HIGH
TR08524,MM,4,209,1,1,Development,Approved,MEDIUM
TR08525,MM,1,76,0,4,Development,Pending,HIGH
TR08526,HR,3,110,2,1,Development,Pending,HIGH
TR08527,MM,3,207,1,0,Development,Approved,MEDIUM
TR08528,FI,2,276,2,4,Quality,Rejected,HIGH
TR08529,SD,1,138,2,2,Production,Approved,HIGH
TR08530,HR,4,254,0,1,Quality,Approved,MEDIUM
TR08531,SD,5,85,1,2,Production,Rejected,MEDIUM
TR08532,SD,6,51,2,2,Development,Approved,HIGH
TR08533,HR,1,162,0,2,Development,Approved,MEDIUM
TR08534,FI,6,216,1,0,Development,Approved,HIGH
TR08535,SD,6,18,1,2,Quality,Pending,MEDIUM
TR08536,SD,2,180,1,3,Production,Pending,HIGH
TR08537,MM,2,238,2,2,Development,Rejected,HIGH
TR08538,SD,6,223,0,0,Production,Approved,MEDIUM
TR08539,FI,4,219,1,1,Development,Pending,HIGH
TR08540,FI,1,252,0,3,Quality,Pending,HIGH
TR08541,MM,3,37,1,1,Development,Rejected,MEDIUM
TR08542,FI,3,175,2,3,Production,Pending,HIGH
TR08543,FI,1,192,2,4,Development,Pending,HIGH
TR08544,FI,4,215,2,0,Development,Approved,HIGH
TR08545,FI,4,178,2,2,Quality,Approved,HIGH
TR08546,MM,4,49,1,1,Development,Approved,MEDIUM
TR08547,FI,3,166,0,2,Production,Pending,HIGH
TR08548,SD,4,155,2,4,Production,Pending,HIGH
TR08549,HR,5,20,2,1,Quality,Pending,HIGH
TR08550,FI,6,267,2,1,Development,Pending,HIGH
TR08551,FI,2,264,1,2,Production,Rejected,HIGH
TR08552,MM,1,185,1,2,Production,Pending,MEDIUM
TR08553,SD,3,171,1,4,Quality,Pending,HIGH
TR08554,HR,4,293,2,0,Quality,Rejected,HIGH
TR08555,SD,1,154,1,4,Quality,Rejected,HIGH
TR08556,SD,1,268,0,0,Production,Pending,MEDIUM
TR08557,FI,3,288,1,0,Production,Pending,HIGH
TR08558,HR,6,59,2,1,Development,Pending,HIGH
TR08559,SD,1,293,0,4,Development,Approved,HIGH
TR08560,SD,5,128,0,0,Development,Approved,MEDIUM
TR08561,SD,6,62,1,1,Quality,Rejected,MEDIUM
TR08562,FI,5,299,1,3,Production,Pending,HIGH
TR08563,HR,3,291,0,1,Quality,Pending,MEDIUM
TR08564,SD,5,92,1,2,Production,Pending,MEDIUM
TR08565,FI,3,233,1,2,Production,Rejected,HIGH
TR08566,MM,6,141,1,4,Development,Rejected,HIGH
TR08567,MM,3,288,0,0,Quality,Rejected,MEDIUM
TR08568,MM,4,99,1,1,Quality,Approved,MEDIUM
TR08569,HR,1,275,2,0,Quality,Approved,HIGH
TR08570,HR,1,222,1,2,Production,Rejected,MEDIUM
TR08571,HR,6,257,0,2,Production,Approved,MEDIUM
TR08572,MM,4,160,2,2,Quality,Rejected,HIGH
TR08573,MM,3,124,1,3,Quality,Rejected,HIGH
TR08574,FI,3,21,0,3,Quality,Rejected,HIGH
TR08575,MM,3,202,2,4,Quality,Pending,HIGH
TR08576,MM,5,160,0,4,Quality,Approved,HIGH
TR08577,MM,5,261,1,3,Production,Approved,HIGH
TR08578,FI,2,72,2,2,Production,Approved,HIGH
TR08579,HR,3,64,1,2,Quality,Rejected,MEDIUM
TR08580,SD,4,15,1,1,Development,Rejected,MEDIUM
TR08581,HR,6,297,2,3,Development,Rejected,HIGH
TR08582,MM,1,245,1,2,Quality,Pending,MEDIUM
TR08583,MM,6,118,1,2,Production,Pending,MEDIUM
TR08584,HR,6,222,0,3,Development,Approved,HIGH
TR08585,MM,5,260,2,4,Production,Pending,HIGH
TR08586,FI,5,110,2,4,Development,Pending,HIGH
TR08587,HR,3,270,2,1,Development,Approved,HIGH
TR08588,SD,5,180,0,2,Production,Pending,MEDIUM
TR08589,HR,3,132,1,3,Production,Approved,HIGH
TR08590,SD,3,116,0,1,Production,Approved,MEDIUM
TR08591,MM,4,215,1,1,Development,Rejected,MEDIUM
TR08592,FI,1,84,2,4,Development,Rejected,HIGH
TR08593,SD,6,122,2,4,Quality,Pending,HIGH
TR08594,HR,6,52,2,0,Quality,Rejected,HIGH
TR08595,MM,5,182,1,4,Production,Pending,HIGH
TR08596,MM,4,16,1,4,Development,Approved,HIGH
TR08597,MM,5,86,1,4,Development,Approved,HIGH
TR08598,HR,3,199,2,2,Development,Rejected,HIGH
TR08599,SD,3,214,1,4,Quality,Pending,HIGH
TR08600,SD,2,215,0,4,Development,Rejected,HIGH
TR08601,SD,5,85,0,4,Quality,Approved,HIGH
TR08602,SD,5,77,0,0,Production,Approved,LOW
TR08603,HR,5,20,1,4,Quality,Approved,HIGH
TR08604,HR,1,237,2,4,Production,Rejected,HIGH
TR08605,HR,1,154,0,1,Quality,Pending,MEDIUM
TR08606,FI,4,53,2,3,Development,Rejected,HIGH
TR08607,SD,4,35,2,4,Quality,Rejected,HIGH
TR08608,MM,2,105,1,3,Production,Rejected,HIGH
TR08609,HR,5,16,0,4,Development,Rejected,HIGH
TR08610,FI,6,140,2,3,Quality,Approved,HIGH
TR08611,HR,1,300,1,0,Quality,Pending,MEDIUM
TR08612,HR,1,137,0,2,Production,Approved,MEDIUM
TR08613,HR,3,244,0,0,Production,Rejected,MEDIUM
TR08614,MM,5,211,1,0,Production,Pending,MEDIUM
TR08615,SD,3,119,2,3,Development,Pending,HIGH
TR08616,FI,3,176,0,3,Quality,Approved,HIGH
TR08617,HR,1,99,0,4,Development,Pending,HIGH
TR08618,SD,3,247,1,1,Development,Approved,MEDIUM
TR08619,HR,2,64,1,2,Quality,Rejected,MEDIUM
TR08620,FI,1,196,2,0,Production,Pending,HIGH
TR08621,MM,2,167,2,0,Production,Rejected,HIGH
TR08622,HR,6,129,1,4,Quality,Approved,HIGH
TR08623,MM,6,96,1,3,Quality,Rejected,HIGH
TR08624,HR,5,286,0,2,Development,Rejected,MEDIUM
TR08625,SD,5,207,1,2,Development,Rejected,MEDIUM
TR08626,FI,6,204,2,3,Production,Approved,HIGH
TR08627,SD,3,26,2,3,Quality,Approved,HIGH
TR08628,HR,1,122,1,3,Development,Approved,HIGH
TR08629,MM,5,149,2,2,Production,Pending,HIGH
TR08630,MM,6,17,2,3,Development,Rejected,HIGH
TR08631,FI,2,236,1,1,Quality,Pending,HIGH
TR08632,MM,1,287,2,2,Production,Rejected,HIGH
TR08633,MM,1,244,0,2,Production,Pending,MEDIUM
TR08634,HR,2,186,2,1,Quality,Rejected,HIGH
TR08635,MM,4,145,2,0,Production,Approved,HIGH
TR08636,HR,5,121,1,3,Quality,Approved,HIGH
TR08637,HR,4,134,2,4,Production,Rejected,HIGH
TR08638,MM,6,170,2,0,Production,Pending,HIGH
TR08639,MM,6,138,2,3,Development,Rejected,HIGH
TR08640,HR,5,120,1,1,Quality,Pending,MEDIUM
TR08641,SD,5,114,1,1,Production,Rejected,MEDIUM
TR08642,HR,4,179,2,1,Development,Pending,HIGH
TR08643,HR,5,220,1,3,Development,Pending,HIGH
TR08644,FI,6,11,0,3,Quality,Approved,HIGH
TR08645,MM,4,298,0,1,Quality,Pending,MEDIUM
TR08646,FI,1,275,1,2,Development,Approved,HIGH
TR08647,MM,1,299,2,2,Development,Approved,HIGH
TR08648,SD,4,32,2,2,Production,Rejected,HIGH
TR08649,SD,5,298,1,4,Quality,Approved,HIGH
TR08650,SD,2,152,0,3,Production,Pending,HIGH
TR08651,MM,1,77,0,1,Production,Pending,LOW
TR08652,HR,3,251,2,0,Quality,Rejected,HIGH
TR08653,HR,1,150,2,2,Quality,Approved,HIGH
TR08654,MM,5,100,1,4,Quality,Pending,HIGH
TR08655,SD,2,182,1,3,Development,Approved,HIGH
TR08656,HR,1,14,0,0,Development,Approved,LOW
TR08657,MM,2,143,1,0,Production,Rejected,MEDIUM
TR08658,SD,3,95,2,2,Production,Pending,HIGH
TR08659,FI,6,48,2,4,Quality,Rejected,HIGH
TR08660,MM,3,258,2,0,Production,Pending,HIGH
TR08661,HR,2,141,2,3,Production,Pending,HIGH
TR08662,SD,2,192,1,3,Development,Approved,HIGH
TR08663,HR,2,169,1,3,Production,Pending,HIGH
TR08664,SD,5,20,0,4,Quality,Approved,HIGH
TR08665,FI,4,273,1,2,Quality,Pending,HIGH
TR08666,HR,3,85,2,0,Production,Pending,HIGH
TR08667,HR,5,280,1,1,Production,Approved,MEDIUM
TR08668,MM,2,231,2,1,Quality,Approved,HIGH
TR08669,FI,2,40,2,2,Quality,Rejected,HIGH
TR08670,FI,1,136,1,4,Development,Approved,HIGH
TR08671,HR,3,290,2,4,Development,Pending,HIGH
TR08672,SD,4,76,2,1,Quality,Rejected,HIGH
TR08673,HR,6,245,2,1,Quality,Rejected,HIGH
TR08674,MM,6,275,0,3,Quality,Approved,HIGH
TR08675,MM,5,247,0,3,Development,Rejected,HIGH
TR08676,HR,3,163,0,3,Quality,Rejected,HIGH
TR08677,FI,2,244,1,1,Production,Pending,HIGH
TR08678,FI,4,295,0,3,Quality,Approved,HIGH
TR08679,SD,6,225,1,1,Development,Rejected,MEDIUM
TR08680,MM,4,169,2,1,Quality,Rejected,HIGH
TR08681,MM,2,93,0,2,Quality,Rejected,MEDIUM
TR08682,SD,5,81,0,1,Development,Rejected,MEDIUM
TR08683,SD,3,118,1,0,Development,Approved,MEDIUM
TR08684,FI,2,165,1,2,Development,Rejected,HIGH
TR08685,SD,2,242,2,3,Development,Pending,HIGH
TR08686,FI,1,25,1,2,Production,Rejected,MEDIUM
TR08687,MM,2,297,1,0,Production,Pending,MEDIUM
TR08688,HR,6,52,2,4,Quality,Approved,HIGH
TR08689,SD,2,204,2,4,Production,Pending,HIGH
TR08690,HR,4,47,1,0,Development,Approved,MEDIUM
TR08691,MM,6,210,0,3,Production,Approved,HIGH
TR08692,MM,5,195,0,3,Quality,Approved,HIGH
TR08693,FI,2,139,0,1,Quality,Pending,HIGH
TR08694,FI,1,120,1,1,Quality,Pending,MEDIUM
TR08695,MM,1,216,0,4,Quality,Pending,HIGH
TR08696,FI,1,174,0,0,Development,Approved,HIGH
TR08697,HR,6,103,0,1,Quality,Pending,MEDIUM
TR08698,SD,4,191,0,1,Quality,Pending,MEDIUM
TR08699,SD,3,176,2,0,Production,Pending,HIGH
TR08700,HR,2,293,1,2,Development,Approved,MEDIUM
TR08701,HR,2,214,0,4,Development,Approved,HIGH
TR08702,MM,5,259,0,2,Production,Approved,MEDIUM
TR08703,FI,4,148,2,2,Production,Approved,HIGH
TR08704,FI,4,19,1,2,Quality,Pending,MEDIUM
TR08705,FI,2,13,1,1,Development,Rejected,MEDIUM
TR08706,MM,2,250,2,1,Production,Pending,HIGH
TR08707,HR,5,169,0,4,Quality,Pending,HIGH
TR08708,HR,3,64,1,4,Development,Approved,HIGH
TR08709,FI,5,121,0,1,Development,Approved,HIGH
TR08710,MM,1,219,0,1,Development,Approved,MEDIUM
TR08711,SD,1,73,0,4,Development,Approved,HIGH
TR08712,MM,1,211,0,0,Production,Approved,MEDIUM
TR08713,HR,1,274,0,1,Quality,Rejected,MEDIUM
TR08714,FI,5,298,1,2,Quality,Pending,HIGH
TR08715,HR,2,19,0,4,Production,Rejected,HIGH
TR08716,MM,5,66,0,2,Development,Rejected,LOW
TR08717,MM,4,256,2,2,Development,Rejected,HIGH
TR08718,FI,2,221,2,1,Quality,Pending,HIGH
TR08719,SD,3,14,2,3,Production,Approved,HIGH
TR08720,MM,4,168,2,3,Production,Pending,HIGH
TR08721,FI,3,11,1,4,Development,Rejected,HIGH
TR08722,HR,4,204,1,4,Development,Approved,HIGH
TR08723,FI,5,128,0,0,Production,Rejected,HIGH
TR08724,HR,3,29,0,2,Quality,Rejected,LOW
TR08725,HR,3,80,0,1,Development,Rejected,LOW
TR08726,SD,4,65,0,2,Development,Pending,LOW
TR08727,HR,3,104,2,3,Development,Rejected,HIGH
TR08728,FI,2,229,1,3,Production,Rejected,HIGH
TR08729,SD,6,298,1,3,Production,Rejected,HIGH
TR08730,HR,1,235,0,4,Production,Approved,HIGH
TR08731,HR,3,172,1,3,Development,Rejected,HIGH
TR08732,HR,2,296,2,4,Quality,Approved,HIGH
TR08733,MM,5,245,1,4,Development,Rejected,HIGH
TR08734,FI,3,87,0,0,Quality,Approved,MEDIUM
TR08735,HR,1,205,0,1,Development,Pending,MEDIUM
TR08736,FI,1,12,1,2,Quality,Approved,MEDIUM
TR08737,HR,6,204,0,3,Development,Approved,HIGH
TR08738,MM,4,177,1,3,Development,Rejected,HIGH
TR08739,FI,2,226,1,1,Quality,Rejected,HIGH
TR08740,FI,5,160,1,2,Production,Approved,HIGH
TR08741,FI,2,130,0,4,Quality,Rejected,HIGH
TR08742,SD,3,118,1,3,Development,Pending,HIGH
TR08743,HR,5,281,0,4,Production,Rejected,HIGH
TR08744,HR,3,250,1,2,Quality,Approved,MEDIUM
TR08745,SD,4,125,0,3,Quality,Pending,HIGH
TR08746,SD,5,39,1,0,Development,Rejected,MEDIUM
TR08747,FI,4,49,0,4,Quality,Approved,HIGH
TR08748,HR,1,38,2,0,Quality,Approved,HIGH
TR08749,HR,3,257,0,4,Development,Pending,HIGH
TR08750,HR,6,276,1,3,Development,Approved,HIGH
TR08751,MM,5,206,2,4,Development,Rejected,HIGH
TR08752,MM,1,229,0,2,Development,Approved,MEDIUM
TR08753,FI,4,90,1,1,Production,Rejected,MEDIUM
TR08754,MM,2,300,2,1,Quality,Rejected,HIGH
TR08755,HR,3,213,2,4,Development,Rejected,HIGH
TR08756,HR,1,32,2,1,Development,Rejected,HIGH
TR08757,MM,1,78,0,0,Development,Approved,LOW
TR08758,FI,1,108,1,3,Quality,Rejected,HIGH
TR08759,MM,5,24,0,0,Quality,Pending,LOW
TR08760,FI,4,222,1,3,Quality,Rejected,HIGH
TR08761,SD,2,88,2,1,Development,Rejected,HIGH
TR08762,HR,3,239,1,3,Production,Rejected,HIGH
TR08763,SD,1,211,2,1,Development,Pending,HIGH
TR08764,SD,6,251,0,0,Production,Approved,MEDIUM
TR08765,SD,6,256,1,4,Quality,Rejected,HIGH
TR08766,SD,3,166,1,3,Production,Approved,HIGH
TR08767,SD,2,242,0,2,Quality,Pending,MEDIUM
TR08768,MM,3,126,1,2,Development,Pending,MEDIUM
TR08769,HR,4,138,0,4,Quality,Approved,HIGH
TR08770,HR,2,274,2,3,Development,Approved,HIGH
TR08771,SD,5,258,0,1,Development,Pending,MEDIUM
TR08772,HR,1,11,1,3,Quality,Rejected,HIGH
TR08773,FI,5,159,0,2,Production,Pending,HIGH
TR08774,FI,1,175,2,0,Development,Pending,HIGH
TR08775,HR,3,286,1,3,Production,Rejected,HIGH
TR08776,SD,2,222,1,2,Development,Pending,MEDIUM
TR08777,MM,4,135,2,0,Production,Approved,HIGH
TR08778,SD,2,287,0,4,Quality,Pending,HIGH
TR08779,SD,2,247,1,1,Development,Rejected,MEDIUM
TR08780,SD,1,136,0,4,Production,Pending,HIGH
TR08781,MM,2,55,0,2,Quality,Rejected,LOW
TR08782,FI,3,90,2,2,Development,Pending,HIGH
TR08783,HR,1,76,2,2,Development,Rejected,HIGH
TR08784,SD,4,133,0,4,Quality,Approved,HIGH
TR08785,MM,4,11,2,3,Development,Rejected,HIGH
TR08786,HR,3,206,1,3,Quality,Rejected,HIGH
TR08787,FI,3,157,2,3,Quality,Pending,HIGH
TR08788,SD,5,167,2,2,Quality,Pending,HIGH
TR08789,HR,1,193,1,0,Quality,Rejected,MEDIUM
TR08790,FI,4,66,1,1,Quality,Pending,MEDIUM
TR08791,FI,2,288,0,0,Development,Pending,HIGH
TR08792,SD,6,130,2,2,Production,Approved,HIGH
TR08793,FI,6,28,0,0,Quality,Approved,LOW
TR08794,FI,3,206,0,3,Development,Rejected,HIGH
TR08795,MM,3,282,0,0,Quality,Pending,MEDIUM
TR08796,SD,5,91,0,3,Development,Pending,HIGH
TR08797,SD,6,221,2,2,Production,Pending,HIGH
TR08798,HR,6,287,0,3,Development,Rejected,HIGH
TR08799,MM,1,273,0,1,Development,Approved,MEDIUM
TR08800,HR,1,174,1,4,Quality,Pending,HIGH
TR08801,HR,4,85,0,2,Production,Approved,MEDIUM
TR08802,MM,4,174,0,3,Production,Pending,HIGH
TR08803,FI,6,123,1,3,Quality,Rejected,HIGH
TR08804,SD,4,65,1,1,Production,Approved,MEDIUM
TR08805,FI,5,51,2,0,Production,Pending,HIGH
TR08806,FI,5,210,2,4,Quality,Pending,HIGH
TR08807,FI,3,287,0,3,Development,Pending,HIGH
TR08808,MM,4,132,0,4,Development,Approved,HIGH
TR08809,MM,4,197,0,4,Production,Rejected,HIGH
TR08810,MM,2,198,0,2,Production,Approved,MEDIUM
TR08811,FI,5,194,0,3,Quality,Pending,HIGH
TR08812,MM,1,138,1,4,Production,Pending,HIGH
TR08813,MM,3,155,2,4,Quality,Pending,HIGH
TR08814,SD,6,83,0,3,Production,Rejected,HIGH
TR08815,MM,2,60,1,1,Quality,Rejected,MEDIUM
TR08816,FI,4,63,2,0,Production,Pending,HIGH
TR08817,HR,1,215,2,2,Production,Pending,HIGH
TR08818,HR,5,112,2,1,Quality,Rejected,HIGH
TR08819,MM,2,226,0,4,Production,Approved,HIGH
TR08820,HR,3,48,2,0,Quality,Approved,HIGH
TR08821,SD,6,284,0,4,Production,Pending,HIGH
TR08822,MM,1,120,0,4,Production,Pending,HIGH
TR08823,FI,6,38,0,0,Quality,Approved,LOW
TR08824,FI,3,138,1,4,Quality,Rejected,HIGH
TR08825,SD,6,13,0,1,Quality,Pending,LOW
